#START7777
#--------------------------------------------------------------------------------------------------
#  지진정보  [입력인수형태][예] ?tm=201108070100&disp=1&help=1
#--------------------------------------------------------------------------------------------------
#  1. TP     : 3(국내지진통보), 2(국외지진정보)
#  2. TM_FC  : 발표시간
#  3. SEQ    : 발표일련번호
#  4. TM_EQK : 진앙시(년월일시분초)
#  5. MSC    : 진앙시(초 미만)
#  6. MT     : 규모
#  7. LAT    : 진앙 위도 (deg.)
#  8. LON    : 진앙 경도 (deg.)
#  9. LOC    : 진앙 위치
# 10. INT    : 진도
# 11. REM    : 참고사항
# 12. COR    : 수정사항
#--------------------------------------------------------------------------------------------------
#TP        TM_FC SEQ         TM_EQK.MSC  MT       LAT       LON LOC,INT,REM,COR,=
  2 202201031854   9 20220103184637.000 6.0   24.0200  122.1800 대만 화롄 동쪽 64km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202201040622  11 20220104060900.000 6.3   27.1000  142.5000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 959km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202201050622  14 20220105055547.000 6.0   -4.8000  125.0500 인도네시아 카타부 동쪽 281km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201070147  20 20220107012508.000 6.2   11.9500  -87.2000 니카라과 코린토 남쪽 59km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201080320  24 20220108024500.000 6.9   37.7700  101.2600 중국 간쑤성 진창시 남서쪽 115km 지역 ,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
  2 202201111027  34 20220111100747.000 6.6   35.1500   31.9100 키프로스 폴리스 서북서쪽 48km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201112049  37 20220111203547.000 6.7   52.4800 -167.7400 알라스카 앵커리지 남서쪽 1443km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201112202  38 20220111213931.000 6.7   52.6300 -168.1500 알라스카 앵커리지 남서쪽 1449km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201141830  45 20220114180542.000 6.6   -6.9300  105.2500 인도네시아 랑카스비퉁 서남서쪽 127km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201162213  55 20220116215210.000 6.1   -6.4500  154.8200 파푸아뉴기니 부건빌 아라와 서남서쪽 86km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201220119  72 20220122010800.000 6.4   32.7000  132.1000 일본 오이타현(규슈) 오이타 남동쪽 75km 해역,,위 자료는 일본기상청(JMA) 분석결과임.
부산, 경남, 울산 지역 등에서 지진동을 느낄수 있음.,,=
  2 202201221150  74 20220122112613.000 6.0    3.7000  126.6800 인도네시아 비퉁 북북동쪽 299km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201221430  75 20220122141703.000 6.3   53.0900 -166.5800 알래스카 앵커리지 남서쪽 1345km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201251056  83 20220125102437.000 6.0  -55.4300  -28.7700 남대서양 사우스 샌드위치제도 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201271607  91 20220127154007.000 6.2  -19.1400 -176.3200 통가 누쿠알로파 북북서 251km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202201280649  94 20220128064653.000 2.3   34.3700  127.3000 전남 고흥군 남쪽 26km 해역,최대진도 Ⅱ(전남),지진피해 없을 것으로 예상됨,,=
  2 202201282039  98 20220128201409.000 6.1    5.4900  -82.5900 파나마 아레나스 남서쪽 282km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202201291206 100 20220129114628.000 6.6  -29.7500 -174.7100 뉴질랜드 케르메덱 제도 해역  ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202202021207 113 20220202120455.000 2.4   35.7200  128.9900 경북 청도군 동북동쪽 24km 지역,최대진도 Ⅲ(경북),Ⅱ(경남,울산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202202040127 117 20220204005856.000 6.5   -4.4600  -76.9400 페루 모요밤바 북쪽 176km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202202040250 119 20220204024744.000 2.3   37.4100  129.5100 강원 삼척시 동쪽 31km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202202050552 122 20220205052509.000 6.1  -48.0100   99.5000 호주 퍼스 남서쪽 2243km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202202081601 132 20220208155713.000 2.9   35.0700  125.0600 전남 신안군 흑산도 북서쪽 55km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202202082133 134 20220208205926.000 6.1   -0.4000  -19.8700 대서양 중앙 해령,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202202090146 135 20220209013600.000 5.6   26.8000  126.4000 일본 오키나와현 오키나와 서북서쪽 143km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202202090752 136 20220209074100.000 5.1   26.8000  126.4000 일본 오키나와현 오키나와 서북서쪽 143km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 202202101724 140 20220210172034.000 2.2   35.2900  126.5900 전남 영광군 동북동쪽 7km 지역,최대진도 Ⅲ(전남),Ⅱ(광주,전북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  3 202202111117 144 20220211103526.000 3.1   41.3000  129.2100 북한 함경북도 길주 북북서쪽 40km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
  3 202202141529 156 20220214143322.000 2.3   41.2700  129.2400 북한 함경북도 길주 북북서쪽 36km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
  3 202202142038 159 20220214194727.000 2.3   41.2800  129.2600 북한 함경북도 길주 북쪽 37km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
  3 202202150747 160 20220215065228.000 2.5   41.2900  129.2300 북한 함경북도 길주 북북서쪽 38km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
  2 202202161639 166 20220216161225.000 6.2   14.1900  -91.3000 과테말라 에스쿠인틀라 서남서쪽 57km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202202170541 169 20220217052106.000 6.8  -23.7900 -179.9700 통가 통가타푸섬 서남서쪽 570km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202202220606 183 20220222055200.000 5.9   26.9000  126.4000 일본 오키나와현 오키나와 서북서쪽 149km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202202220857 186 20220222082413.000 6.6  -69.7700  165.4100 남극 발레니 제도 남쪽 310km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202202241211 194 20220224120710.000 2.2   34.0000  127.5900 전남 여수시 거문도 동쪽 25km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202202251105 197 20220225103927.000 6.2    0.2300  100.1100 인도네시아 수마트라 파당 북북서쪽 135km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202202251759 198 20220225175100.000 5.4   26.8000  126.3000 일본 오키나와현 오키나와 서북서쪽 152km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 202202282231 206 20220228213128.000 2.1   41.2500  129.2800 북한 함경북도 길주 북쪽 33km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
  2 202203022214 212 20220302215209.000 6.6  -30.0500 -177.7400 뉴질랜드 케르메덱 제도 해역  ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202203040318 216 20220304021537.000 2.1   41.2400  129.2200 북한 함경북도 길주 북북서쪽 33km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 202203052221 222 20220305221621.000 2.4   36.3900  127.1300 충남 공주시 남쪽 6km 지역,최대진도 Ⅲ(충남),Ⅱ(대전,세종),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202203061319 224 20220306125156.000 5.1   24.8100  122.2300 대만 타이베이 동남동쪽 74km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 202203061843 226 20220306184032.000 2.5   37.3100  129.5400 강원 삼척시 동남동쪽 37km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202203070540 229 20220307051432.000 6.1  -58.6800  -25.0600 남대서양 사우스 샌드위치제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203071459 231 20220307143418.000 6.1  -20.3800 -178.4300 피지 수바 남동쪽 412km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203092130 237 20220309212213.000 5.6   23.2500  121.4400 대만 화롄 남쪽 79km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202203140626 249 20220314060600.000 6.7   14.1000  119.4000 필리핀 올롱가포 남서쪽 125km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203140636 250 20220314060920.000 6.6   -0.6800   98.6000 인도네시아 파당 서쪽 197km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202203150103 253 20220315002227.000 2.0   39.4200  126.1900 북한 평안남도 성천 북쪽 20km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 202203161822 261 20220316181818.000 2.3   33.7000  125.0600 전남 신안군 흑산도 남남서쪽 113km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202203162355 263 20220316233630.000 7.3   37.7000  141.7000 일본 미야기현(혼슈) 센다이 남동쪽 96km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.
일본기상청에서 인근 해안에 지진해일주의보 1m를 발표함,,=
  2 202203171422 267 20220317140600.000 5.3   25.8000  123.9000 일본 오키나와현 이리오모테섬 북쪽 150km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203172046 269 20220317203300.000 5.9   26.8000  126.3000 일본 오키나와현 오키나와 서북서쪽 152km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203182334 272 20220318232500.000 5.5   40.0000  142.1000 일본 이와테현(혼슈) 모리오카 동북동쪽 87km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203190419 273 20220319040400.000 5.9   25.6000  124.0000 일본 오키나와현 미야코지마시 북서쪽 158km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203200654 276 20220320062417.000 6.3  -25.3500 -175.9100 통가 통가타푸섬 남쪽 450km ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203230202 284 20220323013508.000 6.7   10.8200  -43.3900 북대서양 중앙 해령 남쪽 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203230251 285 20220323024139.000 6.6   23.4300  121.5200 대만 화롄 남쪽 58km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202203240324 289 20220324031100.000 5.2   26.8000  126.3000 일본 오키나와현 오키나와 서북서쪽 152km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203240324 289 20220324031100.000 5.2   26.8000  126.3000 일본 오키나와현 오키나와 서북서쪽 152km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203240805 291 20220324075300.000 5.1   26.9000  126.2000 일본 오키나와현 오키나와 서북서쪽 166km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203240948 292 20220324093826.000 5.3   23.4400  121.4600 대만 화롄 남쪽 58km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202203260157 298 20220326012100.000 6.0   38.5000   97.3300 중국 칭하이 하이시 북쪽 125km 지역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
  2 202203270107 301 20220327003900.000 5.6   26.8000  126.2000 일본 오키나와현 오키나와 서북서쪽 161km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203270824 303 20220327081500.000 5.1   42.3000  143.1000 일본 홋카이도 구시로 남서쪽 129km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203300245 311 20220330023600.000 5.5   26.9000  126.4000 일본 오키나와현 오키나와 서북서쪽 149km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202203310619 314 20220331055658.000 6.7  -22.7200  170.2800 뉴칼레도니아 누메아 동쪽 397km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202203311504 316 20220331144401.000 7.2  -22.7000  170.3000  뉴칼레도니아 누메아 동쪽 399km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204010513 318 20220401045040.000 6.3  -22.7300  170.6500 뉴칼레도니아 누메아 동쪽 435km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202204031423 325 20220403141919.000 2.0   35.6900  129.3500 경북 경주시 남남동쪽 22km 지역,최대진도 Ⅲ(경북),Ⅱ(울산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202204041937 328 20220404192900.000 5.1   37.3000  141.6000 일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 112km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202204050131 329 20220405010657.000 6.0  -17.4800  167.8700 바누아투 포트빌라 서북서쪽 55km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204060013 332 20220406000400.000 5.4   37.8000  141.6000 일본 미야기현(혼슈) 센다이 남동쪽 83km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 202204091059 346 20220409105542.000 2.2   36.5400  128.0800 경북 상주시 북북서쪽 16km 지역,최대진도 Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
  3 202204100249 351 20220410024546.000 3.4   36.4500  129.6200 경북 영덕군 동쪽 23km 해역,최대진도 Ⅲ(경북),Ⅱ(강원),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202204100617 352 20220410055237.000 6.2  -16.3200  166.8500 바누아투 포트빌라 북서쪽 222km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202204121500 359 20220412145628.000 2.4   36.8200  129.4700 경북 울진군 남남동쪽 20km 해역,최대진도 Ⅲ(경북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202204131033 362 20220413102200.000 5.7   26.8000  126.4000 일본 오키나와현 오키나와 서북서쪽 143km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202204140940 365 20220414091500.000 5.0   26.8000  126.5000 일본 오키나와현 오키나와 서북서쪽 134km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 202204160212 371 20220416020834.000 2.6   34.7500  127.2600 전남 고흥군 북쪽 16km 지역,최대진도 Ⅲ(전남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  3 202204172335 377 20220417233329.000 2.3   35.2200  128.6000 경남 창원시 마산회원구 동쪽 2km 지역,최대진도 Ⅲ(경남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  3 202204181426 380 20220418142238.000 2.3   37.2600  126.1000 인천 옹진군 서남서쪽 52km 지역,최대진도 Ⅲ(인천),Ⅱ(경기),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202204190823 383 20220419081600.000 5.3   36.9000  140.4000 일본 이바라키현(혼슈) 미토 북쪽 60km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202204191055 384 20220419102310.000 6.2    7.1200  126.7800 필리핀 마티 동북동쪽 65km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204191405 385 20220419133341.000 6.0  -21.4500 -173.9200 통가 통가타푸섬 동남동쪽 130km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204191632 386 20220419160607.000 5.6   25.2900  123.5200 대만 타이베이 동쪽 200km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 202204210256 391 20220421023432.000 2.3   38.8500  125.7800 북한 황해북도 송림 북동쪽 18km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  2 202204210722 392 20220421065746.000 6.0    6.9800  126.9500 필리핀 마티 동쪽 80km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204211701 394 20220421164251.000 6.8   11.5000  -87.0000 니카라과 레온 남쪽 105km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202204282249 415 20220428222113.000 6.0   -3.9500  146.6600 파푸아뉴기니 마당 북동쪽 170km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202204300941 420 20220430092021.000 2.3   38.9800  127.2900 북한 강원 원산 남남서쪽 24km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  2 202205062229 439 20220506222100.000 5.4   26.8000  126.5000 일본 오키나와현 오키나와 서북서쪽 134km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202205072101 442 20220507205400.000 5.7   27.0000  126.4000 일본 오키나와현 오키나와 북서쪽 155km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202205091536 447 20220509152303.000 6.1   24.0400  122.5000 대만 화롄 동쪽 97km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202205091742 448 20220509173300.000 5.1   34.6000  136.9000 일본 미에현(혼슈) 쓰 동남동쪽 38km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202205100757 450 20220510073306.000 6.3   -3.3700  146.3500 파푸아뉴기니 로렝가우 남서쪽 179km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205110929 455 20220511080629.000 6.8  -23.6100  -66.7200 아르헨티나 산안토니오 데로스 코브레스  북북서쪽 78km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202205130655 461 20220513065056.000 2.3   33.3400  127.2200 제주 서귀포시 동쪽 62km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202205191934 479 20220519191331.000 7.3  -53.8000  158.9000 뉴질랜드 더니든 남서쪽 1206km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205220720 486 20220522065048.000 6.1   13.9500  120.6800 필리핀 분가한 동북동쪽 1km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205221632 488 20220522160627.000 6.3  -26.2100  178.3900 피지 수바 남쪽 898km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205230025 491 20220523001700.000 6.1   33.2000  141.5000 일본 지바현(혼슈) 지바 남남동쪽 297km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202205262122 500 20220526210220.000 7.2  -14.8600  -70.3100 페루 줄리아카 북북서쪽 74km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205270100 501 20220527003758.000 6.4  -22.8100  172.0700 뉴칼레도니아 누메아 동쪽 580km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202205271202 503 20220527113605.000 6.1   -8.2700  127.2100 동티모르 로스팔로스 북동쪽 36km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206011840 515 20220601180000.000 6.1   30.3700  102.9400 중국 쓰촨성 야안시 북서쪽 42km 지역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
  3 202206022052 521 20220602204821.000 2.6   38.1200  130.9800 경북 울릉군 울릉도 북쪽 71km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202206031611 525 20220603160300.000 5.9   26.8000  126.4000 일본 오키나와현 오키나와 서북서쪽 143km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206042242 529 20220604220725.000 6.2  -17.9700 -174.9400 사모아 아피아 남서쪽 571km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206042251 530 20220604221748.000 6.4  -57.7100  148.7700 호주 태즈메이니아주 호바트 남쪽 1647km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206050855 532 20220605083813.000 6.4   52.0700  178.2800 알래스카 아닥 서쪽 349km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206071121 537 20220607105800.000 5.2   25.9000  123.4000 일본 이시가키섬 북북서쪽 187km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206081028 541 20220608095546.000 6.5   -9.0600  -71.1700 브라질 타라우아카 남남서쪽 108km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206100258 548 20220610022800.000 6.0   32.2500  101.8200 중국 쓰촨성 청두 북서쪽 285km 지역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
  2 202206191518 575 20220619150800.000 5.2   37.5000  137.3000 일본 도야마현(혼슈) 도야마 북쪽 90km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206191902 576 20220619185500.000 5.7   26.8000  126.4000 일본 오키나와현 오키나와 서북서쪽 143km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206201014 579 20220620100507.000 6.0   23.6800  121.4700 대만 화롄 남남서쪽 31km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202206201039 580 20220620103100.000 5.0   37.5000  137.3000 일본 도야마현(혼슈) 도야마 북쪽 90km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206211628 583 20220621161500.000 6.2   27.7000  142.9000 일본 혼슈 요코하마 남남동쪽 915km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202206220621 585 20220622055441.000 6.1   33.1100   69.5300 아프가니스탄 호스트 남서쪽 44km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202206252256 597 20220625223435.000 5.1   23.6200  121.4300 대만 화롄 남남서쪽 39km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 202206282254 620 20220628224330.000 5.3   21.9900  120.2000 대만 카오슝 남쪽 72km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 202206291530 623 20220629152606.000 2.3   35.8900  129.7000 경북 포항시 남구 동남동쪽 33km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202206300258 626 20220630025534.000 2.1   35.9000  129.7300 경북 포항시 남구 동남동쪽 35km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202206302255 631 20220630225152.000 2.3   37.0200  128.9800 경북 봉화군 동북동쪽 26km 지역,최대진도 Ⅳ(경북),Ⅲ(강원),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202207020652 637 20220702063207.000 6.1   26.9400   55.2300 이란 반다르아바스 서남서쪽 108km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202207020847 639 20220702082515.000 6.2   26.8900   55.2900 이란 반다르아바스 서남서쪽 104km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202207030757 642 20220703075423.000 2.6   33.3100  127.4500 전남 여수시 거문도 남쪽 81km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202207062215 652 20220706220200.000 5.1   26.8000  126.5000 일본 오키나와현 오키나와 서북서쪽 134km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 202207080908 656 20220708090000.000 5.0   26.9000  126.3000 일본 오키나와현 오키나와 서북서쪽 157km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 202207120046 668 20220712004125.000 2.1   33.1400  127.6500 제주 서귀포시 동쪽 102km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202207120048 669 20220712004403.000 2.2   33.1400  127.6600 제주 서귀포시 동쪽 103km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202207120634 670 20220712061049.000 6.1  -18.1900  169.0000 바누아투 포트빌라 남동쪽 87km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202207120958 672 20220712095602.000 2.3   33.1200  127.6400 제주 서귀포시 동쪽 102km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202207121011 674 20220712100903.000 2.7   33.1100  127.6600 제주 서귀포시 동쪽 104km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202207121041 676 20220712103830.000 2.6   33.1300  127.6600 제주 서귀포시 동쪽 103km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 202207130438 678 20220713041700.000 6.4  -22.6000 -114.2000 칠레 이스터섬 북서쪽 698km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 202207160509 696 20220716043721.000 6.4  -44.5700  -79.7500 칠레  케욘 서남서쪽 517km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 202207161357 698 20220716135336.000 2.1   33.6400  128.1100 전남 여수시 거문도 동남동쪽 85km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 202207201622 710 20220720161950.000 2.0   36.2900  126.8700 충남 부여군 서북서쪽 4km 지역,최대진도 Ⅱ(충남),지진피해 없을 것으로 예상됨,,=
  3 202207210449 713 20220721044657.000 2.3   35.7900  129.2000 경북 경주시 남남서쪽 8km 지역,최대진도 Ⅲ(경북),Ⅱ(울산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  3 202207211841 716 20220721183809.000 2.3   36.8000  126.2500 충남 태안군 북서쪽 7km 지역,최대진도 Ⅲ(충남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
  2 202207221208 720 20220722120200.000 5.1   40.6000  141.4000 일본 아오모리현(혼슈) 아오모리 동남동쪽 60km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
